ibge7,ibge6,municipio,uf,regiao,ano_populacao,populacao,ubs,hospitais,centros_cirurgicos,centros_obstetricos,ubs_por_10k,hospitais_por_100k,centros_cirurgicos_por_100k,centros_obstetricos_por_100k,indice_lacuna,prioridade_exploratoria
2902252,290225,Arataca,BA,Nordeste,2025,10433,5,0,0,0,4.79,0.0,0.0,0.0,58.0,Alta
2902302,290230,Aratuípe,BA,Nordeste,2025,8993,4,0,0,0,4.45,0.0,0.0,0.0,62.32,Alta
2902054,290205,Araçás,BA,Nordeste,2025,11953,4,1,1,1,3.35,8.37,8.37,8.37,47.16,Moderada
2902401,290240,Aurelino Leal,BA,Nordeste,2025,11339,8,1,1,1,7.06,8.82,8.82,8.82,11.33,Baixa
2902500,290250,Baianópolis,BA,Nordeste,2025,14138,6,1,1,1,4.24,7.07,7.07,7.07,37.38,Moderada
2902609,290260,Baixa Grande,BA,Nordeste,2025,18628,6,1,1,1,3.22,5.37,5.37,5.37,52.73,Alta
2902658,290265,Banzaê,BA,Nordeste,2025,12288,7,0,0,0,5.7,0.0,0.0,0.0,48.62,Moderada
2902708,290270,Barra,BA,Nordeste,2025,53642,2,2,2,2,0.37,3.73,3.73,3.73,76.9,Muito alta
2902807,290280,Barra da Estiva,BA,Nordeste,2025,27743,9,1,1,1,3.24,3.6,3.6,3.6,55.99,Alta
2902906,290290,Barra do Choça,BA,Nordeste,2025,38581,11,1,1,1,2.85,2.59,2.59,2.59,62.34,Alta
2903003,290300,Barra do Mendes,BA,Nordeste,2025,14376,6,1,1,1,4.17,6.96,6.96,6.96,38.43,Moderada
2903102,290310,Barra do Rocha,BA,Nordeste,2025,5898,3,0,0,0,5.09,0.0,0.0,0.0,54.57,Alta
2903201,290320,Barreiras,BA,Nordeste,2025,171634,53,9,8,6,3.09,5.24,4.66,3.5,54.72,Alta
2903235,290323,Barro Alto,BA,Nordeste,2025,13922,6,1,1,1,4.31,7.18,7.18,7.18,36.12,Moderada
2903300,290330,Barro Preto,BA,Nordeste,2025,5936,5,1,1,1,8.42,16.85,16.85,16.85,4.99,Baixa
2903276,290327,Barrocas,BA,Nordeste,2025,15780,8,1,0,1,5.07,6.34,0.0,6.34,27.97,Moderada
2903409,290340,Belmonte,BA,Nordeste,2025,20527,11,1,1,1,5.36,4.87,4.87,4.87,27.63,Moderada
2903508,290350,Belo Campo,BA,Nordeste,2025,19074,6,1,1,1,3.15,5.24,5.24,5.24,53.98,Alta
2903607,290360,Biritinga,BA,Nordeste,2025,15603,9,1,0,0,5.77,6.41,0.0,0.0,21.11,Baixa
2903706,290370,Boa Nova,BA,Nordeste,2025,14008,9,0,0,0,6.42,0.0,0.0,0.0,43.62,Moderada
2903805,290380,Boa Vista do Tupim,BA,Nordeste,2025,17262,10,1,1,1,5.79,5.79,5.79,5.79,21.69,Baixa
2903904,290390,Bom Jesus da Lapa,BA,Nordeste,2025,68866,26,2,2,2,3.78,2.9,2.9,2.9,50.46,Alta
2903953,290395,Bom Jesus da Serra,BA,Nordeste,2025,10018,5,1,1,1,4.99,9.98,9.98,9.98,24.74,Baixa
2904001,290400,Boninal,BA,Nordeste,2025,14125,6,1,1,1,4.25,7.08,7.08,7.08,37.32,Moderada
2904050,290405,Bonito,BA,Nordeste,2025,16425,9,1,0,1,5.48,6.09,0.0,6.09,24.26,Baixa
2904100,290410,Boquira,BA,Nordeste,2025,19782,8,1,1,0,4.04,5.06,5.06,0.0,43.06,Moderada
2904209,290420,Botuporã,BA,Nordeste,2025,11427,8,1,1,1,7.0,8.75,8.75,8.75,11.66,Baixa
2904407,290440,Brejolândia,BA,Nordeste,2025,9363,5,1,0,1,5.34,10.68,0.0,10.68,20.84,Baixa
2904308,290430,Brejões,BA,Nordeste,2025,13224,7,1,1,1,5.29,7.56,7.56,7.56,24.01,Baixa
2904506,290450,Brotas de Macaúbas,BA,Nordeste,2025,12180,5,1,1,1,4.11,8.21,8.21,8.21,37.77,Moderada
2904605,290460,Brumado,BA,Nordeste,2025,74368,16,3,3,2,2.15,4.03,4.03,2.69,66.98,Alta
2904704,290470,Buerarema,BA,Nordeste,2025,14950,9,0,0,0,6.02,0.0,0.0,0.0,46.19,Moderada
2904753,290475,Buritirama,BA,Nordeste,2025,20221,6,1,1,1,2.97,4.95,4.95,4.95,56.61,Alta
2904803,290480,Caatiba,BA,Nordeste,2025,6128,5,1,0,1,8.16,16.32,0.0,16.32,5.59,Baixa
2904852,290485,Cabaceiras do Paraguaçu,BA,Nordeste,2025,17024,10,0,0,0,5.87,0.0,0.0,0.0,47.21,Moderada
2904902,290490,Cachoeira,BA,Nordeste,2025,30498,13,1,1,1,4.26,3.28,3.28,3.28,43.94,Moderada
2905008,290500,Caculé,BA,Nordeste,2025,23293,9,2,1,1,3.86,8.59,4.29,4.29,40.18,Moderada
2905156,290515,Caetanos,BA,Nordeste,2025,11432,9,0,0,0,7.87,0.0,0.0,0.0,39.03,Moderada
2905206,290520,Caetité,BA,Nordeste,2025,54730,15,3,2,1,2.74,5.48,3.65,1.83,58.04,Alta
2905305,290530,Cafarnaum,BA,Nordeste,2025,18057,12,1,1,1,6.65,5.54,5.54,5.54,17.2,Baixa
2905404,290540,Cairu,BA,Nordeste,2025,18578,10,0,0,0,5.38,0.0,0.0,0.0,51.58,Alta
2905503,290550,Caldeirão Grande,BA,Nordeste,2025,13597,5,1,1,1,3.68,7.35,7.35,7.35,43.79,Moderada
2905602,290560,Camacan,BA,Nordeste,2025,22485,13,1,1,1,5.78,4.45,4.45,4.45,24.43,Baixa
2905800,290580,Camamu,BA,Nordeste,2025,31694,19,1,0,1,5.99,3.16,0.0,3.16,25.55,Moderada
2905701,290570,Camaçari,BA,Nordeste,2025,321636,45,14,12,1,1.4,4.35,3.73,0.31,71.77,Alta
2905909,290590,Campo Alegre de Lourdes,BA,Nordeste,2025,32500,10,1,1,1,3.08,3.08,3.08,3.08,59.12,Alta
2906006,290600,Campo Formoso,BA,Nordeste,2025,75112,8,1,1,1,1.07,1.33,1.33,1.33,78.89,Muito alta
2906204,290620,Canarana,BA,Nordeste,2025,25007,14,1,1,1,5.6,4.0,4.0,4.0,27.08,Moderada
2906303,290630,Canavieiras,BA,Nordeste,2025,34392,12,2,2,2,3.49,5.82,5.82,5.82,48.64,Moderada
2906402,290640,Candeal,BA,Nordeste,2025,7940,4,1,0,1,5.04,12.59,0.0,12.59,22.99,Baixa
2906501,290650,Candeias,BA,Nordeste,2025,74854,30,4,4,1,4.01,5.34,5.34,1.34,42.87,Moderada
2906600,290660,Candiba,BA,Nordeste,2025,13417,7,1,1,1,5.22,7.45,7.45,7.45,24.86,Baixa
2906808,290680,Cansanção,BA,Nordeste,2025,39725,16,1,1,1,4.03,2.52,2.52,2.52,48.26,Moderada
2906824,290682,Canudos,BA,Nordeste,2025,16693,7,1,1,1,4.19,5.99,5.99,5.99,39.43,Moderada
2906105,290610,Canápolis,BA,Nordeste,2025,10641,5,1,1,1,4.7,9.4,9.4,9.4,28.96,Moderada
2906857,290685,Capela do Alto Alegre,BA,Nordeste,2025,11035,7,1,0,1,6.34,9.06,0.0,9.06,14.17,Baixa
2906873,290687,Capim Grosso,BA,Nordeste,2025,35437,8,1,1,1,2.26,2.82,2.82,2.82,68.56,Alta
2906907,290690,Caravelas,BA,Nordeste,2025,21384,10,1,1,1,4.68,4.68,4.68,4.68,35.8,Moderada
2906899,290689,Caraíbas,BA,Nordeste,2025,10259,6,0,0,0,5.85,0.0,0.0,0.0,47.38,Moderada
2907004,290700,Cardeal da Silva,BA,Nordeste,2025,8633,4,1,0,1,4.63,11.58,0.0,11.58,28.42,Moderada
2907103,290710,Carinhanha,BA,Nordeste,2025,30439,9,1,1,1,2.96,3.29,3.29,3.29,59.96,Alta
2907202,290720,Casa Nova,BA,Nordeste,2025,76131,17,1,1,1,2.23,1.31,1.31,1.31,71.05,Alta
2907301,290730,Castro Alves,BA,Nordeste,2025,25470,10,1,1,1,3.93,3.93,3.93,3.93,46.66,Moderada
2907400,290740,Catolândia,BA,Nordeste,2025,3567,2,0,0,0,5.61,0.0,0.0,0.0,49.44,Moderada
2907509,290750,Catu,BA,Nordeste,2025,50109,16,4,3,2,3.19,7.98,5.99,3.99,49.43,Moderada
2907558,290755,Caturama,BA,Nordeste,2025,9108,4,1,1,1,4.39,10.98,10.98,10.98,31.76,Moderada
2905107,290510,Caém,BA,Nordeste,2025,10733,2,1,1,1,1.86,9.32,9.32,9.32,61.5,Alta
2907608,290760,Central,BA,Nordeste,2025,16847,9,1,1,1,5.34,5.94,5.94,5.94,25.77,Moderada
2907707,290770,Chorrochó,BA,Nordeste,2025,10933,4,1,0,0,3.66,9.15,0.0,0.0,42.33,Moderada
2907905,290790,Cipó,BA,Nordeste,2025,17875,7,1,1,1,3.92,5.59,5.59,5.59,43.39,Moderada
2908002,290800,Coaraci,BA,Nordeste,2025,17557,7,1,1,1,3.99,5.7,5.7,5.7,42.34,Moderada
2908101,290810,Cocos,BA,Nordeste,2025,19865,9,1,1,0,4.53,5.03,5.03,0.0,36.91,Moderada
2908200,290820,Conceição da Feira,BA,Nordeste,2025,21529,8,1,1,1,3.72,4.64,4.64,4.64,47.83,Moderada
2908309,290830,Conceição do Almeida,BA,Nordeste,2025,16134,6,1,1,1,3.72,6.2,6.2,6.2,44.95,Moderada
2908408,290840,Conceição do Coité,BA,Nordeste,2025,71601,27,6,6,4,3.77,8.38,8.38,5.59,41.56,Moderada
2908507,290850,Conceição do Jacuípe,BA,Nordeste,2025,37622,17,2,2,1,4.52,5.32,5.32,2.66,36.5,Moderada
2908606,290860,Conde,BA,Nordeste,2025,24460,10,1,0,1,4.09,4.09,0.0,4.09,44.25,Moderada
2908705,290870,Condeúba,BA,Nordeste,2025,17567,9,1,1,1,5.12,5.69,5.69,5.69,28.33,Moderada
2908804,290880,Contendas do Sincorá,BA,Nordeste,2025,4499,3,0,0,0,6.67,0.0,0.0,0.0,42.54,Moderada
2908903,290890,Coração de Maria,BA,Nordeste,2025,28408,8,1,1,1,2.82,3.52,3.52,3.52,60.95,Alta
2909000,290900,Cordeiros,BA,Nordeste,2025,7748,5,1,0,1,6.45,12.91,0.0,12.91,11.26,Baixa
2909109,290910,Coribe,BA,Nordeste,2025,14463,7,1,1,1,4.84,6.91,6.91,6.91,29.98,Moderada
2909208,290920,Coronel João Sá,BA,Nordeste,2025,17598,7,0,0,0,3.98,0.0,0.0,0.0,68.35,Alta
2909307,290930,Correntina,BA,Nordeste,2025,34266,12,2,2,1,3.5,5.84,5.84,2.92,48.38,Moderada
2909406,290940,Cotegipe,BA,Nordeste,2025,13463,6,1,0,1,4.46,7.43,0.0,7.43,33.88,Moderada
2909505,290950,Cravolândia,BA,Nordeste,2025,4491,4,1,1,1,8.91,22.27,22.27,22.27,3.35,Baixa
2909703,290970,Cristópolis,BA,Nordeste,2025,14549,6,1,1,1,4.12,6.87,6.87,6.87,39.32,Moderada
2909604,290960,Crisópolis,BA,Nordeste,2025,20346,9,1,1,1,4.42,4.91,4.91,4.91,38.43,Moderada
2909802,290980,Cruz das Almas,BA,Nordeste,2025,63326,17,9,7,1,2.68,14.21,11.05,1.58,51.4,Alta
2909901,290990,Curaçá,BA,Nordeste,2025,36127,16,1,1,1,4.43,2.77,2.77,2.77,42.67,Moderada
2906709,290670,Cândido Sales,BA,Nordeste,2025,26469,11,1,1,1,4.16,3.78,3.78,3.78,44.25,Moderada
2907806,290780,Cícero Dantas,BA,Nordeste,2025,32292,11,1,1,1,3.41,3.1,3.1,3.1,55.04,Alta
2910057,291005,Dias d'Ávila,BA,Nordeste,2025,75296,16,2,2,2,2.12,2.66,2.66,2.66,70.03,Alta
2910107,291010,Dom Basílio,BA,Nordeste,2025,12329,6,1,1,1,4.87,8.11,8.11,8.11,28.07,Moderada
2910206,291020,Dom Macedo Costa,BA,Nordeste,2025,4608,2,0,0,0,4.34,0.0,0.0,0.0,63.81,Alta
2910008,291000,Dário Meira,BA,Nordeste,2025,11054,3,0,0,0,2.71,0.0,0.0,0.0,83.67,Muito alta
2910305,291030,Elísio Medrado,BA,Nordeste,2025,8069,6,1,0,1,7.44,12.39,0.0,12.39,7.96,Baixa
2910404,291040,Encruzilhada,BA,Nordeste,2025,19450,10,1,1,1,5.14,5.14,5.14,5.14,29.33,Moderada
2910503,291050,Entre Rios,BA,Nordeste,2025,39890,13,1,1,1,3.26,2.51,2.51,2.51,57.92,Alta
2910602,291060,Esplanada,BA,Nordeste,2025,34163,14,1,1,1,4.1,2.93,2.93,2.93,46.63,Moderada
2910701,291070,Euclides da Cunha,BA,Nordeste,2025,64768,20,3,2,2,3.09,4.63,3.09,3.09,55.91,Alta
2910727,291072,Eunápolis,BA,Nordeste,2025,121067,33,4,4,3,2.73,3.3,3.3,2.48,62.51,Alta
2910776,291077,Feira da Mata,BA,Nordeste,2025,5831,3,1,1,0,5.14,17.15,17.15,0.0,20.61,Baixa
2910800,291080,Feira de Santana,BA,Nordeste,2025,660806,123,53,34,8,1.86,8.02,5.15,1.21,62.85,Alta
2910859,291085,Filadélfia,BA,Nordeste,2025,18637,9,1,1,1,4.83,5.37,5.37,5.37,32.39,Moderada
2910909,291090,Firmino Alves,BA,Nordeste,2025,4993,3,0,0,0,6.01,0.0,0.0,0.0,46.26,Moderada
2911006,291100,Floresta Azul,BA,Nordeste,2025,11455,5,0,0,0,4.36,0.0,0.0,0.0,63.46,Alta
2911105,291110,Formosa do Rio Preto,BA,Nordeste,2025,27567,12,1,1,1,4.35,3.63,3.63,3.63,41.98,Moderada
2910750,291075,Fátima,BA,Nordeste,2025,18480,10,0,0,0,5.41,0.0,0.0,0.0,51.36,Alta
2911204,291120,Gandu,BA,Nordeste,2025,34051,13,2,2,1,3.82,5.87,5.87,2.94,43.99,Moderada
2911253,291125,Gavião,BA,Nordeste,2025,4489,3,0,0,0,6.68,0.0,0.0,0.0,42.47,Moderada
2911303,291130,Gentio do Ouro,BA,Nordeste,2025,11276,5,1,1,1,4.43,8.87,8.87,8.87,32.85,Moderada
2911402,291140,Glória,BA,Nordeste,2025,16107,7,0,0,0,4.35,0.0,0.0,0.0,63.73,Alta
2911501,291150,Gongogi,BA,Nordeste,2025,5479,6,1,1,1,10.95,18.25,18.25,18.25,2.34,Baixa
2911600,291160,Governador Mangabeira,BA,Nordeste,2025,21353,9,0,0,0,4.21,0.0,0.0,0.0,65.47,Alta
2911659,291165,Guajeru,BA,Nordeste,2025,8177,7,0,0,0,8.56,0.0,0.0,0.0,38.03,Moderada
2911709,291170,Guanambi,BA,Nordeste,2025,93488,25,5,5,3,2.67,5.35,5.35,3.21,59.06,Alta
2911808,291180,Guaratinga,BA,Nordeste,2025,19413,10,1,1,1,5.15,5.15,5.15,5.15,29.19,Moderada
2911857,291185,Heliópolis,BA,Nordeste,2025,13055,6,0,0,0,4.6,0.0,0.0,0.0,60.5,Alta
2911907,291190,Iaçu,BA,Nordeste,2025,25315,13,1,1,1,5.14,3.95,3.95,3.95,31.74,Moderada
2912004,291200,Ibiassucê,BA,Nordeste,2025,10746,4,1,1,1,3.72,9.31,9.31,9.31,41.25,Moderada
2912103,291210,Ibicaraí,BA,Nordeste,2025,22131,11,1,1,1,4.97,4.52,4.52,4.52,32.36,Moderada
2912202,291220,Ibicoara,BA,Nordeste,2025,21827,10,0,0,0,4.58,0.0,0.0,0.0,60.76,Alta
2912301,291230,Ibicuí,BA,Nordeste,2025,14264,9,1,1,1,6.31,7.01,7.01,7.01,16.59,Baixa
2912400,291240,Ibipeba,BA,Nordeste,2025,17134,8,2,1,2,4.67,11.67,5.84,11.67,28.04,Moderada
2912509,291250,Ibipitanga,BA,Nordeste,2025,14317,14,1,1,1,9.78,6.98,6.98,6.98,9.05,Baixa
2912608,291260,Ibiquera,BA,Nordeste,2025,3833,2,0,0,0,5.22,0.0,0.0,0.0,53.25,Alta
2912707,291270,Ibirapitanga,BA,Nordeste,2025,26917,8,1,1,1,2.97,3.72,3.72,3.72,59.03,Alta
2912806,291280,Ibirapuã,BA,Nordeste,2025,9297,5,1,1,1,5.38,10.76,10.76,10.76,20.36,Baixa
2912905,291290,Ibirataia,BA,Nordeste,2025,19377,8,1,1,1,4.13,5.16,5.16,5.16,41.94,Moderada
2913002,291300,Ibitiara,BA,Nordeste,2025,15049,7,1,1,1,4.65,6.64,6.64,6.64,32.81,Moderada
2913101,291310,Ibititá,BA,Nordeste,2025,17517,8,2,1,1,4.57,11.42,5.71,5.71,29.4,Moderada
2913200,291320,Ibotirama,BA,Nordeste,2025,27723,10,2,2,2,3.61,7.21,7.21,7.21,44.84,Moderada
2913309,291330,Ichu,BA,Nordeste,2025,6428,3,1,1,1,4.67,15.56,15.56,15.56,26.76,Moderada
2913408,291340,Igaporã,BA,Nordeste,2025,16069,8,1,1,1,4.98,6.22,6.22,6.22,29.16,Moderada
2913457,291345,Igrapiúna,BA,Nordeste,2025,13501,8,1,0,1,5.93,7.41,0.0,7.41,18.45,Baixa
2913507,291350,Iguaí,BA,Nordeste,2025,21763,7,2,2,1,3.22,9.19,9.19,4.59,47.87,Moderada
2913606,291360,Ilhéus,BA,Nordeste,2025,189149,34,13,12,2,1.8,6.87,6.34,1.06,64.94,Alta
2913705,291370,Inhambupe,BA,Nordeste,2025,35390,14,1,1,1,3.96,2.83,2.83,2.83,48.48,Moderada
2913804,291380,Ipecaetá,BA,Nordeste,2025,14016,6,1,1,1,4.28,7.13,7.13,7.13,36.7,Moderada
2913903,291390,Ipiaú,BA,Nordeste,2025,42429,15,4,3,3,3.54,9.43,7.07,7.07,43.62,Moderada
2914000,291400,Ipirá,BA,Nordeste,2025,59222,14,2,2,1,2.36,3.38,3.38,1.69,66.33,Alta
2914109,291410,Ipupiara,BA,Nordeste,2025,10349,5,1,1,1,4.83,9.66,9.66,9.66,26.78,Moderada
2914208,291420,Irajuba,BA,Nordeste,2025,6232,4,1,1,1,6.42,16.05,16.05,16.05,10.58,Baixa
2914307,291430,Iramaia,BA,Nordeste,2025,11038,5,1,0,1,4.53,9.06,0.0,9.06,31.45,Moderada
2914406,291440,Iraquara,BA,Nordeste,2025,24833,11,1,1,1,4.43,4.03,4.03,4.03,40.0,Moderada
2914505,291450,Irará,BA,Nordeste,2025,29572,13,1,0,1,4.4,3.38,0.0,3.38,41.87,Moderada
2914604,291460,Irecê,BA,Nordeste,2025,78781,24,12,12,2,3.05,15.23,15.23,2.54,47.23,Moderada
2914653,291465,Itabela,BA,Nordeste,2025,29588,14,1,1,0,4.73,3.38,3.38,0.0,37.72,Moderada
2914703,291470,Itaberaba,BA,Nordeste,2025,68425,21,4,4,2,3.07,5.85,5.85,2.92,53.66,Alta
2914802,291480,Itabuna,BA,Nordeste,2025,196344,36,11,11,2,1.83,5.6,5.6,1.02,66.33,Alta
2914901,291490,Itacaré,BA,Nordeste,2025,29496,14,2,2,2,4.75,6.78,6.78,6.78,31.52,Moderada
2915007,291500,Itaeté,BA,Nordeste,2025,13775,7,1,0,1,5.08,7.26,0.0,7.26,26.41,Moderada
2915106,291510,Itagi,BA,Nordeste,2025,14347,6,1,1,1,4.18,6.97,6.97,6.97,38.33,Moderada
2915205,291520,Itagibá,BA,Nordeste,2025,15796,8,0,0,0,5.06,0.0,0.0,0.0,54.77,Alta
2915304,291530,Itagimirim,BA,Nordeste,2025,6490,3,1,1,1,4.62,15.41,15.41,15.41,27.32,Moderada
2915353,291535,Itaguaçu da Bahia,BA,Nordeste,2025,12669,8,1,0,1,6.31,7.89,0.0,7.89,15.51,Baixa
2915403,291540,Itaju do Colônia,BA,Nordeste,2025,6118,4,1,1,1,6.54,16.35,16.35,16.35,9.98,Baixa
2915502,291550,Itajuípe,BA,Nordeste,2025,19191,7,1,1,1,3.65,5.21,5.21,5.21,47.76,Moderada
2915601,291560,Itamaraju,BA,Nordeste,2025,61999,23,2,1,0,3.71,3.23,1.61,0.0,50.76,Alta
2915700,291570,Itamari,BA,Nordeste,2025,7187,5,0,0,0,6.96,0.0,0.0,0.0,41.33,Moderada
2915809,291580,Itambé,BA,Nordeste,2025,25088,8,1,1,1,3.19,3.99,3.99,3.99,55.95,Alta
2915908,291590,Itanagra,BA,Nordeste,2025,6078,3,0,0,0,4.94,0.0,0.0,0.0,56.24,Alta
2916005,291600,Itanhém,BA,Nordeste,2025,18203,8,1,1,1,4.39,5.49,5.49,5.49,37.72,Moderada
2916104,291610,Itaparica,BA,Nordeste,2025,20353,10,1,1,1,4.91,4.91,4.91,4.91,32.3,Moderada
2916302,291630,Itapebi,BA,Nordeste,2025,9464,5,1,0,1,5.28,10.57,0.0,10.57,21.47,Baixa
2916401,291640,Itapetinga,BA,Nordeste,2025,68724,22,6,5,1,3.2,8.73,7.28,1.46,48.66,Moderada
2916500,291650,Itapicuru,BA,Nordeste,2025,33284,14,2,1,0,4.21,6.01,3.0,0.0,39.21,Moderada
2916609,291660,Itapitanga,BA,Nordeste,2025,10640,4,1,1,1,3.76,9.4,9.4,9.4,40.54,Moderada
2916203,291620,Itapé,BA,Nordeste,2025,10649,7,0,0,0,6.57,0.0,0.0,0.0,43.02,Moderada
2916708,291670,Itaquara,BA,Nordeste,2025,8464,4,1,1,1,4.73,11.81,11.81,11.81,27.27,Moderada
2916807,291680,Itarantim,BA,Nordeste,2025,17485,8,1,1,1,4.58,5.72,5.72,5.72,34.87,Moderada
2916856,291685,Itatim,BA,Nordeste,2025,16454,7,2,0,2,4.25,12.16,0.0,12.16,33.19,Moderada
2916906,291690,Itiruçu,BA,Nordeste,2025,11211,7,1,1,1,6.24,8.92,8.92,8.92,14.96,Baixa
2917003,291700,Itiúba,BA,Nordeste,2025,35490,16,1,1,1,4.51,2.82,2.82,2.82,41.58,Moderada
2917102,291710,Itororó,BA,Nordeste,2025,16849,8,1,1,1,4.75,5.94,5.94,5.94,32.45,Moderada
2917201,291720,Ituaçu,BA,Nordeste,2025,18506,11,1,0,1,5.94,5.4,0.0,5.4,21.49,Baixa
2917300,291730,Ituberá,BA,Nordeste,2025,22154,12,1,1,1,5.42,4.51,4.51,4.51,27.83,Moderada
2917334,291733,Iuiu,BA,Nordeste,2025,11559,4,1,0,1,3.46,8.65,0.0,8.65,45.75,Moderada
2917359,291735,Jaborandi,BA,Nordeste,2025,9600,5,1,1,1,5.21,10.42,10.42,10.42,22.33,Baixa
2917409,291740,Jacaraci,BA,Nordeste,2025,14910,0,1,1,1,0.0,6.71,6.71,6.71,72.87,Alta
2917508,291750,Jacobina,BA,Nordeste,2025,86896,22,4,4,3,2.53,4.6,4.6,3.45,61.96,Alta
2917607,291760,Jaguaquara,BA,Nordeste,2025,47624,18,2,2,1,3.78,4.2,4.2,2.1,47.62,Moderada
2917706,291770,Jaguarari,BA,Nordeste,2025,34528,18,2,2,1,5.21,5.79,5.79,2.9,27.29,Moderada
2917805,291780,Jaguaripe,BA,Nordeste,2025,18349,9,0,0,0,4.9,0.0,0.0,0.0,56.67,Alta
2917904,291790,Jandaíra,BA,Nordeste,2025,9508,4,0,0,0,4.21,0.0,0.0,0.0,65.54,Alta
2918001,291800,Jequié,BA,Nordeste,2025,169201,32,8,7,5,1.89,4.73,4.14,2.96,67.61,Alta
2918100,291810,Jeremoabo,BA,Nordeste,2025,39539,16,1,1,1,4.05,2.53,2.53,2.53,47.99,Moderada
2918209,291820,Jiquiriçá,BA,Nordeste,2025,14063,8,1,1,1,5.69,7.11,7.11,7.11,20.76,Baixa
2918308,291830,Jitaúna,BA,Nordeste,2025,14824,0,1,0,1,0.0,6.75,0.0,6.75,72.82,Alta
2918357,291835,João Dourado,BA,Nordeste,2025,25892,8,1,0,1,3.09,3.86,0.0,3.86,57.42,Alta
2918407,291840,Juazeiro,BA,Nordeste,2025,256122,58,11,9,2,2.26,4.29,3.51,0.78,65.38,Alta
2918456,291845,Jucuruçu,BA,Nordeste,2025,9930,5,1,1,1,5.04,10.07,10.07,10.07,24.16,Baixa
2918506,291850,Jussara,BA,Nordeste,2025,17007,6,1,0,1,3.53,5.88,0.0,5.88,47.93,Moderada
2918555,291855,Jussari,BA,Nordeste,2025,6048,3,1,1,1,4.96,16.53,16.53,16.53,22.72,Baixa
2918605,291860,Jussiape,BA,Nordeste,2025,7567,4,1,1,1,5.29,13.22,13.22,13.22,20.26,Baixa
2918704,291870,Lafaiete Coutinho,BA,Nordeste,2025,4228,2,0,0,0,4.73,0.0,0.0,0.0,58.94,Alta
2918753,291875,Lagoa Real,BA,Nordeste,2025,14550,7,1,1,1,4.81,6.87,6.87,6.87,30.37,Moderada
2918803,291880,Laje,BA,Nordeste,2025,21705,9,1,1,1,4.15,4.61,4.61,4.61,42.73,Moderada
2919009,291900,Lajedinho,BA,Nordeste,2025,3610,1,0,0,0,2.77,0.0,0.0,0.0,83.03,Muito alta
2919058,291905,Lajedo do Tabocal,BA,Nordeste,2025,7683,4,1,1,1,5.21,13.02,13.02,13.02,21.18,Baixa
2918902,291890,Lajedão,BA,Nordeste,2025,3994,5,0,0,0,12.52,0.0,0.0,0.0,35.43,Moderada
2919108,291910,Lamarão,BA,Nordeste,2025,9303,1,1,0,0,1.07,10.75,0.0,0.0,65.35,Alta
2919157,291915,Lapão,BA,Nordeste,2025,27014,12,1,1,1,4.44,3.7,3.7,3.7,40.61,Moderada
2919207,291920,Lauro de Freitas,BA,Nordeste,2025,219564,20,14,9,1,0.91,6.38,4.1,0.46,70.57,Alta
2919306,291930,Lençóis,BA,Nordeste,2025,11194,5,1,0,1,4.47,8.93,0.0,8.93,32.3,Moderada
2919405,291940,Licínio de Almeida,BA,Nordeste,2025,12202,8,1,1,1,6.56,8.2,8.2,8.2,14.04,Baixa
2919504,291950,Livramento de Nossa Senhora,BA,Nordeste,2025,46376,15,4,4,4,3.23,8.63,8.63,8.63,48.37,Moderada
2919553,291955,Luís Eduardo Magalhães,BA,Nordeste,2025,118382,34,6,6,2,2.87,5.07,5.07,1.69,57.23,Alta
2919603,291960,Macajuba,BA,Nordeste,2025,10740,3,1,1,1,2.79,9.31,9.31,9.31,52.53,Alta
2919702,291970,Macarani,BA,Nordeste,2025,22768,6,1,1,1,2.64,4.39,4.39,4.39,61.36,Alta
2919801,291980,Macaúbas,BA,Nordeste,2025,43653,16,3,2,2,3.67,6.87,4.58,4.58,44.89,Moderada
2919900,291990,Macururé,BA,Nordeste,2025,7435,5,1,0,1,6.72,13.45,0.0,13.45,9.9,Baixa
2919926,291992,Madre de Deus,BA,Nordeste,2025,19224,6,2,2,1,3.12,10.4,10.4,5.2,48.05,Moderada
2919959,291995,Maetinga,BA,Nordeste,2025,7218,6,0,0,0,8.31,0.0,0.0,0.0,38.51,Moderada
2920007,292000,Maiquinique,BA,Nordeste,2025,9009,4,1,0,1,4.44,11.1,0.0,11.1,31.04,Moderada
2920106,292010,Mairi,BA,Nordeste,2025,18130,8,1,1,1,4.41,5.52,5.52,5.52,37.4,Moderada
2920205,292020,Malhada,BA,Nordeste,2025,15814,6,1,0,1,3.79,6.32,0.0,6.32,43.81,Moderada
2920304,292030,Malhada de Pedras,BA,Nordeste,2025,8982,6,0,0,0,6.68,0.0,0.0,0.0,42.51,Moderada
2920403,292040,Manoel Vitorino,BA,Nordeste,2025,14287,5,0,0,0,3.5,0.0,0.0,0.0,74.63,Alta
2920452,292045,Mansidão,BA,Nordeste,2025,14542,8,1,0,0,5.5,6.88,0.0,0.0,23.19,Baixa
2920502,292050,Maracás,BA,Nordeste,2025,29330,7,1,1,1,2.39,3.41,3.41,3.41,66.01,Alta
2920601,292060,Maragogipe,BA,Nordeste,2025,37041,15,1,1,1,4.05,2.7,2.7,2.7,47.65,Moderada
2920700,292070,Maraú,BA,Nordeste,2025,25804,11,0,0,0,4.26,0.0,0.0,0.0,64.9,Alta
